Address 1,City,Postal Code,Largest Property Use Type - Gross Floor Area (ft²),Natural Gas Use (therms),Electricity Use - Grid Purchase (kWh),Green Power - Offsite (kWh),Net Emissions (Metric Tons CO2e),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude
2465 Palisade Ave,New York,10463,85117,63565.63826,385090,0,434.6,0,2512.7,40.879903,-73.921405
2081 Cruger Avenue,New York,10462,87924,Not Available,271907.5,0,0,0,3674.9,40.85281,-73.866757
3400 Wayne Ave,New York,10467,148000,109192.5435,375661.3,0,674.5,0,Not Available,40.879594,-73.877961
"47-55 Willoughby Street,",Brooklyn,11201,17420,Not Available,217027.4,0,54.6,0,1683.1,40.692234,-73.987065
302-312 Broadway,Brooklyn,11211,37000,2302.000039,129867.5,0,44.9,0,Not Available,40.708391,-73.957828
3377 White Plains Road,Bronx,10467,112000,35260.55552,568870.1,0,330.5,0,4845.7,40.874872,-73.86706
444 East 10th Street,New York,10009,92470,Not Available,249999.9,0,62.9,0,39.8,40.725043,-73.975568
3350 Park Avenue,Bronx,10456,138600,Not Available,200000,0,50.4,0,339.6,40.828051,-73.911277
40-2 Broadway,Astoria,11103,29040,Not Available,456903,0,0,0,638.1,40.758906,-73.918873
37 Wall Street,New York,10005,377214,1433411.125,2604306.4,0,8269.2,0,3862.9,40.70674,-74.010095
7601 147th Street,Flushing,11367,83794,29367.99877,910783.9,0,385.3,0,2898.2,40.723221,-73.817695
110-20 73rd Road,Queens,11375,78650,34999.99965,125000,0,217.4,0,Not Available,40.718132,-73.839339
3520 35th Street,Queens,11106,58000,1318.896991,189767.1,0,308.5,0,3862,40.756183,-73.925677
50 W 40th St,New York,10018,91000,53046.14052,3372957.1,0,1130.9,0,849.3,40.753129,-73.984054
254 W 54th Street,New York,10019,60000,19215.60459,650227.6,0,424,0,1091.4,40.764338,-73.983217
112 East 75th street,New York,10021,37000,15056.65655,355593.5,0,169.5,0,2636.6,40.772795,-73.961806
145 Henry St,Brooklyn,11201,40410,21639.00103,131664.1,0,148.1,0,975.5,40.696398,-73.99352
1736 Shore pkwy,Brooklyn,11214,40283,9446.99958,478729.9,0,170.7,0,430.1,40.593529,-73.996817
3525 Bainbridge ave,Bronx,10467,37000,26171.66176,130153.6,0,171.8,0,2036.5,40.88159,-73.878326
353 EST 53RD STREET,Manhattan,10022,38934,35966.75565,438920.7,0,301.5,0,1654.7,40.756245,-73.965912
910 Union st,Brooklyn,11215,28439,Not Available,274050.7,0,69,0,Not Available,40.672921,-73.971492
1325 Herkimer st,BROOKLYN,11233,25552,Not Available,228317.4,0,57.5,0,Not Available,40.677462,-73.909559
92-36 Merrick Blvd,Queens,11433,47744,12003.99921,437780.3,0,174,0,182.2,40.705059,-73.793363
3078 Ocean ave,Brooklyn,11235,34520,39621.00105,2025991.7,0,720.5,0,870.9,40.585978,-73.948879
1885 7th Ave,New York,10026,50760,1250.360056,175096.5,0,388.7,0,Not Available,40.802138,-73.953304
2955 East 196th st,Bronx,10461,35000,1572.836201,117508.7,0,37.9,0,Not Available,40.854202,-73.829612
286 Fort Washington ave,New York,10032,72294,43459.5438,327197.6,0,313.2,0,Not Available,40.844786,-73.940744
117 West 58th st,New York,10019,66173,46951.67181,437683.7,0,359.6,0,3274.2,40.76532,-73.977452
344 3rd ave,New York,10010,151346,64480.7321,970193.6,0,586.7,0,6530.5,40.740321,-73.982076
22-09 Queens Plaza North,Queens,11101,67600,11319.87938,149931,0,97.9,0,Not Available,40.751866,-73.942299
330 West 38th St,New York,10018,180064,356.8449757,953315.4,0,538.7,0,1042,40.755139,-73.992669
150 52nd St,Brooklyn,11232,87133,0,500000,0,125.9,0,Not Available,40.648624,-74.019186
3050 Bainbridge ave,Bronx,10467,45500,25873.277,155288.5,0,176.5,0,Not Available,40.873207,-73.880088
12 John Street,New York,10038,30497,2462.949881,263535.6,0,229.6,0,Not Available,40.710004,-74.0091
11 West 17th Street,New York,10011,27180,21764.60498,177482.1,0,160.3,0,907.4,40.738225,-73.992931
2386 Ryer Avenue,Bronx,10468,34910,Not Available,Not Available,Not Available,Not Available,Not Available,3017.6,40.859583,-73.89796
191 Chrystie Street,New York,10002,30946,12505.70149,324843.8,0,148.2,0,2043.9,40.721798,-73.991969
626 Sheepshead Bay Rd,Brooklyn,11224,138806,36590.00176,1475679.6,0,565.9,0,179.5,40.578979,-73.975261
304 East 64th St,New York,10065,38500,0,307103.4,0,77.3,0,119.9,40.763551,-73.961645
515 West 43rd St,New York,10036,33000,Not Available,115484.2,0,29.1,0,44.1,40.760809,-73.996166
244 5th Ave,New York,10001,28500,0,168160.1,0,199.5,0,369.9,40.744521,-73.987427
7224 4th Avenue,Brooklyn,11209,28000,25788.00314,106539.4,0,163.8,0,2462.6,40.63264,-74.024337
904 Winthrop Street,Brooklyn,11203,32696,33590.9974,139502.6,0,213.5,0,4347.7,40.6584,-73.929278
533 BAY ST,Staten Island,10304,59898,24246.99939,363682.9,0,220.3,0,2534.7,40.62887,-74.076516
1950 CLOVE RD,Staten Island,10304,191697,127549.0045,837811,0,888.4,0,Not Available,40.605964,-74.086527
3411 BEACH CHANNEL DR,FAR ROCKWY,11691,173396,53300.05898,183182.9,0,329.2,0,6618,40.596826,-73.767088
911 Erskine St,Brooklyn,11239,50000,68759.00217,991793,0,614.9,0,Not Available,40.655151,-73.867703
702 Vandalia Ave,Brooklyn,11208,50000,16935.0001,257390.7,0,154.8,0,1190.9,40.658019,-73.867917
200 East 161st Street,Bronx,10451,362442,66990.04844,5302008.9,0,1690.6,0,Not Available,40.826337,-73.920963
143 Beach 118th Street,Rockaway Park,11694,41365,37597.829,331848,0,283.2,0,7840.4,40.578174,-73.838326
98-20 97 Avenue,Queens,11416,25900,21023.99999,61092,0,127,0,644.4,40.686754,-73.843922
455 Main Street,New York,10044,188941,125844.0633,1552651.1,0,1059.3,0,13789.6,40.759166,-73.952006
1267 Sheridan Avenue,Bronx,10456,59810,44491.71321,283375,0,307.7,0,8984.7,40.835641,-73.915177
11 Howard Street / 138 Lafayette St,New York City,10013,107830,17687.40684,1243742.7,0,407.1,0,2211.2,,
443 E 162nd St,Bronx,10451,420000,108323.9745,1846984.6,0,1040.4,0,Not Available,40.824479,-73.91247
619 West 114th Street,New York,10025,100000,27277.02095,952938.5,0,384.8,0,883.6,40.807174,-73.965944
1005 Esplanade Avenue,Bronx,10461,89000,52485.53114,243255.4,0,340,0,5922.3,40.854827,-73.859928
2185 Hone Avenue,Bronx,10462,41225,30388.17056,162927.1,0,202.4,0,2867,40.856279,-73.859882
1 Pace Plaza,New York,10038,569027,4069.757275,7929592.9,0,4315.9,0,16488.6,40.711909,-74.005843
33 Beekman Street,New York,10038,146890,50849.3638,1552369.8,0,660.9,0,5625.6,40.71055,-74.005771
140 William Street,New York,10038,47500,Not Available,416016,0,160.7,0,Not Available,40.709403,-74.006575
620 East 13th Street,New York,10009,100860,96264.43158,738467,0,697.2,0,10020.7,40.728458,-73.977865
150 East 44th Street,New York,10017,344225,96724.31947,2987767.9,0,1265.9,0,Not Available,40.752391,-73.974298
2385 Richmond Ave.,Staten Island,10314,15129,12644.99916,743839.9,0,254.4,0,Not Available,40.590395,-74.166096
536 Beach 22nd Street,Queens,11691,36500,35968.48952,136404.7,0,225.4,0,3016.1,40.600796,-73.755554
184-45147th Avenue,Queens,11413,23451,Not Available,305177.9,0,76.8,0,1701.8,,
227 West 77th Street,New York,10024,172743,67382.73525,2280313.1,0,932,0,9878,40.782294,-73.98036
250 West 93rd Street,New York,10025,110800,25583.32472,1467949.8,0,505.5,0,6353.2,40.79295,-73.973748
7 West 21st Street,New York,10010,343208,58321.41695,4024084.8,0,1322.9,0,5495.2,40.740531,-73.99113
222 West 80th Street,New York,10024,126000,33290.93212,1694789.8,0,603.5,0,Not Available,40.784198,-73.978724
4232 147th Street,Flushing,11355,29369,6253.545873,94148,0,56.9,0,357.2,40.758729,-73.816811
"221-227 Canal Street, 114 Baxter Street",Manhattan,10013,33000,754.6258144,464449.3,0,165,0,1984.8,40.717626,-73.999401
589-635 Rockaway Avenue,Brooklyn,11212,80926,11044.9998,572890.8,0,202.9,0,Not Available,40.665523,-73.909658
"34-12 36th Street, Queens",Queens,11106,300000,189370.0587,3218550.2,0,1878.6,0,Not Available,40.757444,-73.92356
34-37 36th Street,Queens,11106,43103,27413.11188,846892.1,0,358.8,0,Not Available,40.757169,-73.923756
36-02 35th Avenue,Queens,11106,49000,33331.85715,755479.2,0,367.2,0,Not Available,40.756187,-73.924377
36-02 34th Avenue,Queens,11106,146704,1239.884872,1878859,0,479.6,0,Not Available,40.757737,-73.923138
779 Riverside Drive,Manhattan,10032,118809,1542.707676,413343.6,0,112.3,0,3716.3,40.834738,-73.947564
350 East 52nd Street,Manhattan,10022,142767,71965.75969,903587.2,0,609.7,0,6135.5,40.755611,-73.966392
5 Mercer St,Manhattan,10013,25460,Not Available,126519.5,0,31.9,0,Not Available,40.72028,-74.002287
195 Bowery St,Manhattan,10002,44203,23796.51552,365302.9,0,218.4,0,981.4,40.721041,-73.993744
"32 East 1st Street, 24 Second Avenue",Manhattan,10003,53702,9760.39388,467235.7,0,169.5,0,Not Available,40.724172,-73.990558
400 West 58th Street,Manhattan,10019,40512,60209.68755,669071.3,0,488.2,0,Not Available,40.768768,-73.98565
135 East 50th Street,Manhattan,10022,70836,14850.70354,417162.8,0,183.9,0,8519.6,40.756329,-73.97194
151 Kent Avenue,Brooklyn,11249,54000,Not Available,165360.7,0,41.6,0,980.9,40.718943,-73.962681
415 West 150th Street,Manhattan,10031,29529,12936.7982,219958.1,0,124.1,0,1432.2,40.827545,-73.943234
770 St Marks Avenue,Brooklyn,11216,70097,51060.00105,249600.9,0,334,0,Not Available,40.675079,-73.947859
43 Bleecker Street,Manhattan,10012,37993,153.6666621,94457.6,0,24.6,0,1155.6,40.725764,-73.994144
240 Broadway,Brooklyn,11211,36254,Not Available,12519.1,0,3.2,0,Not Available,40.709086,-73.960096
237 Madison Avenue,Manhattan,10016,71043,6165.427936,543598.1,0,169.6,0,Not Available,40.749878,-73.981406
16 West 39th Street,Manhattan,10018,51273,Not Available,298000,0,75,0,Not Available,40.751912,-73.983091
57 Jay Street,Brooklyn,11201,27448,16041.00005,132369.2,0,118.5,0,613.1,40.702947,-73.986648
"809 Madison Ave, AKA 30 E 68th St",Manhattan,10065,41371,391.8424228,268164.6,0,69.6,0,2003.2,40.769077,-73.9674
38 Delancey,Manhattan,10002,62449,53607.33492,849293.8,0,498.6,0,2652.6,,
3750 Bronx blvd,Bronx,10467,43085,1461.696057,150835.3,0,45.7,0,2939.8,40.883668,-73.866348
24 East 39th Street,Manhattan,10016,28000,4556.693842,462509.7,0,140.6,0,286.3,40.750636,-73.980063
517 West 29th Street,New York,10001,49375,1169.60013,266996.1,0,73.4,0,Not Available,40.751873,-74.002422
143 Roebling St,Brooklyn,11211,104661,24866.99752,223238.1,0,188.3,0,Not Available,40.71436,-73.957644
525 Broadway,New York City,10012,32975,0.99999986,68063,0,17.1,0,Not Available,40.722797,-73.999015
53 Beach Street,New York City,10013,30000,556.0000189,236879,0,62.6,0,247,40.720706,-74.009419
301 West 153rd St,Manhattan,10039,30198,6854.575689,182879.4,0,82.4,0,Not Available,40.827948,-73.938385
21-24 39 Avenue,Queens,11101,37714.5,0,205589.5,0,51.8,0,169.3,40.756317,-73.939739
4112 4th Avenue,Brooklyn,11232,43280,0,308602.6,0,77.7,0,5413.9,40.651386,-74.007478
1064 Franklin Ave,Bronx,10459,28000,25892.92233,577811.5,0,283,0,Not Available,40.8272,-73.907032
435 East 119th,Manhattan,10035,43194,11312.73303,567483.6,0,203,0,1771.4,,
140-35 Beech Avenue,Flushing,11355,81100,4208.78779,330611.8,0,596.1,0,7971.3,40.754649,-73.822994
136-17 Maple Avenue,Flushing,11355,126367,69965.06113,584001.1,0,518.6,0,5318.5,40.755548,-73.827901
42-02 Layton Street,Elmhurst,11373,77368,61271.88066,280540.4,0,396.1,0,6317.3,40.744486,-73.884451
136-24 Maple Avenue,Flushing,11355,89910,40196.15308,387281.6,0,311,0,3551,40.755534,-73.827886
132-29 Blossom Avenue,Flushing,11355,63809,19954.75709,375951.6,0,200.6,0,3172.5,40.751673,-73.831726
141-05 Cherry Avenue,Flushing,11355,46586,20266.66646,190481.6,0,155.6,0,2319.5,40.754707,-73.82155
32-26 Union Street,Flushing,11354,30104,14851.3817,113760.8,0,107.5,0,3454.5,40.768628,-73.826712
46-06 88th Street,Elmhurst,11373,32180,2150.000042,219181.5,0,66.6,0,Not Available,40.741636,-73.877737
949 60th Street,Brooklyn,11219,41691,15202.00015,193304.3,0,129.4,0,1562.7,40.633532,-74.006291
37-59 81st Street,Jackson Heights,11372,29810,Not Available,289439,0,72.9,0,4601,40.749296,-73.885165
134-40 Cherry Avenue,College Point,11354,23562,14643.57569,167676,0,120,0,Not Available,40.752251,-73.827505
33-09 31st Avenue,Queens,11106,30000,1425.878803,117340.6,0,188.2,0,2260.6,40.763503,-73.921712
509 Madison Avenue,New York,10022,115958.7,Not Available,1686695.8,0,726.3,0,4971.5,40.759555,-73.974346
60 Furman Street,Brooklyn,11201,148616,35875.30987,3660156.6,0,1112,0,6038.3,40.701586,-73.995528
92-12 172nd Street,Jamaica,11433,25942,9390.2832,339422.5,0,135.3,0,183.8,40.707108,-73.78786
572 West 187 Street,New York,10033,26039,1367.284332,126102.4,0,239.2,0,3405.9,40.852778,-73.93034
500 Grand Street,New York,10002,291572,20362.86996,Not Available,Not Available,982.4,0,88.3,40.714746,-73.982606
275 Delancey Street & 500 Grand Street,New York,10002,291572,20362.86996,Not Available,Not Available,982.4,0,176.5,40.716118,-73.980553
275 Delancey Street,New York,10002,98862,Not Available,Not Available,Not Available,0,Not Available,88.3,40.716118,-73.980553
7 West 43rd Street,New York,10036,50000,Insufficient access,1464560,0,582.8,0,Not Available,40.754424,-73.981011
1675 Bryant Avenue,Bronx,10460,43500,1022.121039,179993.2,0,50.7,0,4055.9,40.835113,-73.885938
1665 Bryant Avenue,Bronx,10460,38500,46311.64975,247621.1,0,308.3,0,5690.4,40.834982,-73.886018
1671 - 1665 - 1675 Bryant Avenue,Bronx,10460,82000,47333.77079,427614.3,0,359.1,0,9746.3,,
275 7th,New York,10001,371788,Insufficient access,7026113.2,0,2682.5,0,7258,,
380 Henry Street,Brooklyn,11201,173640,148042.0017,2416963.7,0,1394.8,0,8516,40.688142,-73.997505
402 West 148th Street,New York,10031,40580,58315.51133,199222.1,0,359.9,0,Not Available,40.826211,-73.943983
412 West 148th Street,New York,10031,40580,4430.553189,155632.6,0,62.7,0,3217.7,40.826296,-73.944185
402 - 412 West 148th Street,New York,10021,81160,62746.06451,354854.6,0,422.6,0,Not Available,40.826211,-73.943983
90 Sullivan Place,Brooklyn,11225,46900,11214.00025,348035.3,0,147.2,0,2895.7,40.66423,-73.958415
113 East 73rd Street,New York,10021,55000,15887.6788,212318.7,0,137.8,0,Not Available,40.771513,-73.962651
207 East 73rd Street,New York,10021,45000,Not Available,229409.9,0,257.9,0,424.9,40.770258,-73.959673
2055 Ocean Avenue,Brooklyn,11230,59800,38276.99853,117289.7,0,232.8,0,4312.8,40.611987,-73.953787
2026 Ocean Avenue,Brooklyn,11230,59500,37264.00098,270347.1,0,266,0,3777.3,40.612407,-73.953887
3033 Coney Island Avenue,Brooklyn,11230,76920,51732.99457,376210.8,0,369.5,0,6306.8,40.58189,-73.959924
3130 Brighton 7th Street,Brooklyn,11235,84500,38653.9958,199712.7,0,255.6,0,3452.1,40.576936,-73.960496
3100 Brighton 7 Street,Brooklyn,11235,52260,41151.99929,150448.3,0,256.5,0,4076.9,40.577292,-73.960528
1340 East 9th Street,Brooklyn,11230,47509,0,137501.3,0,34.6,0,2538.9,40.616462,-73.965573
630 3rd Avenue,New York,10017,227673,8027.66468,2090094.7,0,743.1,0,2674.9,40.749798,-73.975165
"275 West 238th Street, Bronx",Bronx,10463,71091,49271.00613,444774.9,0,373.7,0,4779.3,40.885501,-73.901645
"2157 Holland Avenue, Bronx",Bronx,10462,73842,47831.88379,313721.5,0,333,0,9238.3,40.855218,-73.86574
"2510-2520 Frisby Avenue, Bronx",Bronx,10461,72750,59876.62946,205412.7,0,369.7,0,8396.1,40.840068,-73.846161
"2508 Tratman Avenue, Bronx",Bronx,10461,62805,78392.44852,304982.4,0,493.2,0,61.3,40.8394,-73.845255
2500-2508 Frisby Avenue,Bronx,10461,68475,60899.4368,433098.5,0,432.5,0,Not Available,40.839939,-73.846317
"808 Adee Avenue, Bronx",Bronx,10467,82320,65369.10182,329628.7,0,430.2,0,1319.8,40.869625,-73.863007
"673 Brady Avenue, Bronx",Bronx,10462,129000,85453.70548,504386.8,0,580.9,0,9619.2,40.85243,-73.868533
105 Court St,Brooklyn,11201,41262,14136.30797,801505.7,0,276.9,0,Not Available,40.690793,-73.991825
2309 Holland Avenue,Bronx,10467,57427,3076.046304,225377.3,0,358.8,0,68265.2,40.859953,-73.865586
2830 Olinville Avenue,Bronx,10467,51983,2145.800351,190571.2,0,340.5,0,3982.6,40.866952,-73.868309
555 Fifth Avenue,New York,10017,207430,Not Available,3540178.9,0,1136.9,0,Not Available,40.755801,-73.97874
68 LIVINGSTON STREET,BROOKLYN,11201,24872,4791.000231,278510.7,0,95.6,0,970.2,40.691735,-73.991973
1015 Boynton Avenue,Bronx,10472,66600,2763.025853,560518.8,0,639.6,0,Not Available,40.824416,-73.877256
1185 Lebanon Street,Bronx,10460,73000,9554.439446,325640,0,132.7,0,Not Available,40.840453,-73.873876
273 East 176 Street,Bronx,10457,25000,2208.91177,254513.1,0,350.9,0,Not Available,40.847374,-73.904253
41-07 CRESCENT ST,LONG ISLAND CITY,11101,37417,27967.31961,531643,0,282.4,0,1064.3,40.75198,-73.939317
313 ST MARKS AVENUE,BROOKLYN,11238,66953,21169.00285,637398.5,0,272.9,0,2129.7,40.677772,-73.964831
70-17 83rd Street,Queens,11385,25000,Not Available,51468.5,0,108.6,0,149,40.710215,-73.866497
5314 6th Avenue,Brooklyn,11220,45800,26613.86052,200094.7,0,191.7,0,8832,40.641963,-74.010017
5314 6th Avenue,Brooklyn,11220,22900,13449.35114,19101.9,0,76.2,0,Not Available,40.641963,-74.010017
5314 6th Avenue,Brooklyn,11220,22900,13164.50938,180992.8,0,115.5,0,8832,40.641963,-74.010017
441 West 53rd Street,New York,10019,35000,Not Available,371199.9,0,93.5,0,371.8,40.765895,-73.988813
3500 DEKALB AVE,Bronx,10467,29890,17414.60034,335103.9,0,176.9,0,5735.3,40.882486,-73.880244
2214 64 ST,Brooklyn,11204,59760,28280.00062,161020.8,0,190.7,0,3462.6,40.614105,-73.980255
87-86 116 STREET,Richmond Hill,11418,39780,29537.00014,189345.6,0,204.6,0,3174.7,40.698594,-73.833075
2769 University Avenue,Bronx,10468,31875,19013.79233,126009.7,0,132.7,0,4056.9,40.870447,-73.89957
76 Beaver Street,New York,10005,90490,51274.98671,615251.4,0,427.2,0,1567.9,40.705324,-74.008873
2249 OCEAN AVE,Brooklyn,11229,41000,25762.00327,131681.1,0,170,0,1918.7,40.607043,-73.952846
202 South 2nd Street,Brooklyn,11211,36113,13191.58725,13849.6,0,73.6,0,5534.2,40.712412,-73.959766
537 West 27th St.,New York City,10001,28845,10331.68484,178560.9,0,99.8,0,3703.6,40.750819,-74.003761
15W 75th Street,New York,10023,59956,208.7460315,30239,0,301.8,0,1476.2,40.778475,-73.975238
89-00 170th St.,Queens,11432,151710,109706.0026,583397.1,0,729.6,0,9181.6,40.709438,-73.791081
86-11 34th Ave.,Queens,11372,73800,44022.99958,282440.1,0,304.9,0,Not Available,40.754152,-73.881114
"202-15 42nd Avenue, 40-40 203rd Street",Queens,11361,27500,24515.05852,97324.1,0,154.7,0,1512.6,40.760065,-73.781974
213-02 42nd Avenue,Queens,11361,36805,11865.76333,443975.7,0,174.8,0,2210.5,40.762578,-73.771287
36-41 Union Street,Queens,11354,49300,31869.69972,198529,0,219.3,0,Not Available,40.763201,-73.827892
99-44 67th Road,Queens,11375,49300,9344.000363,179222.3,0,248.4,0,2006.3,40.724481,-73.854055
35-55 29th Street,Queens,11106,43000,29109.62021,260624.5,0,220.2,0,1465.4,40.758049,-73.930761
81-09 41st Avenue,Queens,11373,20652,25470.00041,339902.4,0,220.9,0,4671.6,40.745916,-73.884193
30-01 Stratton Street,Flushing,11354,11100,61238.81183,1255045,0,641.2,0,7232.5,40.769867,-73.834799
140-55 34th Ave.,Queens,11354,120729,86066.54678,510213.8,0,585.6,0,Not Available,40.76654,-73.826956
410 Eastern Parkway,Brooklyn,11225,46733,60076.99731,318535.7,0,399.3,0,Not Available,40.670086,-73.954767
170 Van Brunt Street,Brooklyn,11231,39740,3389.000012,125446.8,0,49.6,0,Not Available,40.682542,-74.006829
69 2nd Avenue,Brooklyn,11215,40600,27161.00027,129762.9,0,176.9,0,Not Available,40.673117,-73.992941
19 Imlay St,Brooklyn,11231,68932,18577.00199,276294.6,0,168.2,0,1286.9,40.68319,-74.007207
305 McGuinness Boulevard,Brooklyn,11222,42000,10834.00013,323772.5,0,139.1,0,1437.8,40.732677,-73.95204
674 Empire Blvd,Brooklyn,11203,35806,26076.00052,139365.1,0,173.6,0,3024.7,40.663873,-73.939513
5500 Broadway,Bronx,10463,19313,3554.9998,562120,0,160.4,0,995.7,40.877062,-73.906185
280 CROWN ST,Brooklyn,11225,58894,34612.9986,309481.9,0,261.8,0,Not Available,40.666291,-73.951046
111 W 90th St,NEW YORK,10024,392411,14877.96319,2781746.7,0,779.4,0,Not Available,40.789332,-73.970944
99 Fort Washington Avenue,New York,10032,304849,98151.312,1685195.5,0,945.6,0,Not Available,40.83851,-73.943738
529 WEST 133RD STREET,New York,10031,59800,42393.61942,311490.3,0,303.6,0,Not Available,40.818083,-73.95433
182 SAINT NICHOLAS AVENUE,New York,10026,32550,38630.50648,168281.9,0,247.6,0,Not Available,40.805962,-73.952803
335 EAST 111TH STREET,New York,10029,57000,49449.90259,401927.3,0,363.8,0,Not Available,40.793173,-73.938558
120 WEST 140TH STREET,New York,10030,99750,105330.8339,486536.8,0,682,0,5464.4,40.817579,-73.939272
120 East 123rd Street,New York,10035,50200,15538.65791,475943.8,0,202.4,0,Not Available,40.8034,-73.939173
115 EAST 122ND STREET,New York,10035,50500,3812.61927,374830.3,0,114.6,0,6638.2,40.802818,-73.93969
500 WEST 177TH STREET,New York,10033,82600,62328.05046,521348.5,0,462.3,0,7956.1,40.845558,-73.932835
506 WEST 177TH STREET / 514 WEST 177TH STREET,New York,10033,44610,29395.77495,190849.3,0,204.2,0,Not Available,,
509 WEST 176TH STREET,New York,10033,30730,21081.46008,158842.5,0,152,0,3151.5,40.845073,-73.933594
